ItemNum,ItemName,Dept_ID,Category_ID,Category_Name
0000000123,AVO CLASSIC NO 2,6,PRMCIGAR,PREMIUM CIGAR
000001,A.F. PRIVADA #1 NATURAL,6,PRMCIGAR,PREMIUM CIGAR
000003,GUAPOS 46 MADURO,6,PRMCIGAR,PREMIUM CIGAR
000009,AF BEST SELLER,6,PRMCIGAR,PREMIUM CIGAR
00001,TOBACCO,1,NONE,NONE
000010,MELANIO MADURO ROBUSTO,6,PRMCIGAR,PREMIUM CIGAR
000012,CIGRT PACK,2,CGRTPACK,CIGRT PACK
0000123,CIGRT CARTON,3,1,CIG CARTON
000012345,NOVELTY,5,NOVELTY,NOVELTY
0000123456789,COUPON,16,COUPON,COUPON
000012345678910,PREMIUM CIGAR,6,PRMCIGAR,PREMIUM CIGAR
00001234569,AVO NO 3,6,PRMCIGAR,PREMIUM CIGAR
000017,AIR FRESHNER,5,NOVELTY,NOVELTY
0001,CIGAR HOLDER,5,NOVELTY,NOVELTY
00010,MELANIO ROBUSTO V,6,PRMCIGAR,PREMIUM CIGAR
000105,OLIVIA MELANIO 6X60,6,PRMCIGAR,PREMIUM CIGAR
000106,MELANIO MADURO TORPEDO,6,PRMCIGAR,PREMIUM CIGAR
00011,MELANIO FIGURADO,6,PRMCIGAR,PREMIUM CIGAR
0002,CIGARETTE HOLDER,5,NOVELTY,NOVELTY
000210,FAMILY RESERVE NO 45 MADURO,6,PRMCIGAR,PREMIUM CIGAR
000221,MI DOMINICANA,6,PRMCIGAR,PREMIUM CIGAR
00023515,KING PALM SINGLES,1,NONE,NONE
0003,CIGAR HOLDER 2,5,NOVELTY,NOVELTY
000301,SERIES G CHURCHILL,6,PRMCIGAR,PREMIUM CIGAR
000306,STUMPY,5,NOVELTY,NOVELTY
000308,BAMBINO RDA,5,NOVELTY,NOVELTY
000309,DARK HORSE RDA,5,NOVELTY,NOVELTY
000310,KENEDY RDA,5,NOVELTY,NOVELTY
000311,BUDDHA RDA,5,NOVELTY,NOVELTY
000316,CONTINENTAL MOD,1,NONE,NONE
000318,MELANIO V TORPEDO,6,PRMCIGAR,PREMIUM CIGAR
000319,MELANIO NO.4,6,PRMCIGAR,PREMIUM CIGAR
0005,POKER CIGARETTE CASE,5,NOVELTY,NOVELTY
0006,CIGARETTE HOLDER,5,NOVELTY,NOVELTY
000610007000,STONEWALL NATURAL,1,NONE,NONE
000610504004,STONEWALL JAVA,1,NONE,NONE
0007,CIGARETTE HOLDER FLOWER,5,NOVELTY,NOVELTY
000701,ROTCHILD NATURAL,6,PRMCIGAR,PREMIUM CIGAR
0008,METAL CIGARETTE CASE,5,NOVELTY,NOVELTY
0009,STAINLESS STEEL FLASK,5,NOVELTY,NOVELTY
0010,ALUMINUM CIG BOX,5,NOVELTY,NOVELTY
001001,SIGNATURE RESERVA ESP,6,PRMCIGAR,PREMIUM CIGAR
001003,ROYAL SALUTE MADURO,6,PRMCIGAR,PREMIUM CIGAR
001004,AF SPANISH LONSDALE MAD.,6,PRMCIGAR,PREMIUM CIGAR
0010069684,CLASSIC ROBUSTO,6,PRMCIGAR,PREMIUM CIGAR
0010069707,CLASSIC PERFECTO,6,PRMCIGAR,PREMIUM CIGAR
0010072097,COROJO OSCURO ROBUSTO,6,PRMCIGAR,PREMIUM CIGAR
0010072905,HABANO ROBUSTO,6,PRMCIGAR,PREMIUM CIGAR
001030,ROYAL SALUTE NATURAL,6,PRMCIGAR,PREMIUM CIGAR
0011,LEATHER CIG HOLDER,5,NOVELTY,NOVELTY
001213,L.A.D.C.MIAMOR,6,PRMCIGAR,PREMIUM CIGAR
00121333,AF 8-5-8 NATURAL,6,PRMCIGAR,PREMIUM CIGAR
001214,AIR BENDER CHISEL MAUDORO,6,PRMCIGAR,PREMIUM CIGAR
0012345,CIGAR CRTN,4,CIGARCTN,CIGAR CRTN
001346,PREMIUM CIGARETTE,9,PRM CIGT,PREMIUM CIGRT
0013654,ROTHCHILD MADURO,6,PRMCIGAR,PREMIUM CIGAR
001411558,BIGBEN PIPE,5,NOVELTY,NOVELTY
001900,DON CARLOS BELICOSO,6,PRMCIGAR,PREMIUM CIGAR
001901,DON CARLOS PRESIDENTE,6,PRMCIGAR,PREMIUM CIGAR
00208,NO.2 NATURAL SERIE 1926,6,PRMCIGAR,PREMIUM CIGAR
00209,EXCLUSIVOS MADURO 1964,6,PRMCIGAR,PREMIUM CIGAR
002899,5" GLASS PIPE,5,NOVELTY,NOVELTY
003,HANDPIPE,5,NOVELTY,NOVELTY
004,LARGE ASHTRAY,5,NOVELTY,NOVELTY
004561,DIESEL CUTTER,5,NOVELTY,NOVELTY
005,5" THICK,5,NOVELTY,NOVELTY
006,DOUBLE BLOWN HANDPIPE,5,NOVELTY,NOVELTY
007,15ML HOUSE BLEND,NONE,NONE,NONE
008,30ML HOUSE BLEND,NONE,NONE,NONE
00814539014311,NUB CAFE - ESPRESSO,6,PRMCIGAR,PREMIUM CIGAR
00814539014335,NUB CAFE ESPRESSO,6,PRMCIGAR,PREMIUM CIGAR
00814539014359,NUB CAFE - CAPPUCCIN 4X38,6,PRMCIGAR,PREMIUM CIGAR
00814539014373,CAFE CAPPUCCINO 460,6,PRMCIGAR,PREMIUM CIGAR
00814539014397,NUB CAFE - MACCHIATO,6,PRMCIGAR,PREMIUM CIGAR
00814539014410,CAFE MACCHIATO 460,6,PRMCIGAR,PREMIUM CIGAR
008660000156,KING SIZE CONE ZIG-ZAG,1,NONE,NONE
008660000187,ZIG ZAG 6 PACK 1 1/4 CONES,1,NONE,NONE
008660007247,ZIGZAG PAPER BUNDLE,1,NONE,NONE
008660007292,ZIG ZAG UNLBEACHED KING SLIM,1,NONE,NONE
008660007322,ZIG ZAG ULTRA THIN 1.25,1,NONE,NONE
008660007384,ZIGZAG HEMP,1,NONE,NONE
008660007407,ZIG ZAG UNBLEACHED 1 1/4,1,NONE,NONE
008660007698,ZIG ZAG UNBLEACHED CONE 1/1/4,1,NONE,NONE
008660007766,unbleached 3pk cone,1,NONE,NONE
008660007827,ZIG-ZAG 1 1/4 LIGHTS,1,NONE,NONE
008660007988,ZIGZAG HEMP KING,1,NONE,NONE
008660008633,zig zag mini ultra one,1,NONE,NONE
008660008701,zig zag mini unbleach cone,1,NONE,NONE
010101,SIR LANCELNT MOD,5,NOVELTY,NOVELTY
010202200016,EMAMI DIAMOND HABANOTORO,6,PRMCIGAR,PREMIUM CIGAR
010202200023,EMAMI CYRUS,6,PRMCIGAR,PREMIUM CIGAR
010202200030,EMAMI DELICIOSO,6,PRMCIGAR,PREMIUM CIGAR
010202200047,EMAMI POMPEII,6,PRMCIGAR,PREMIUM CIGAR
010202200054,EMAMI PETRA,6,PRMCIGAR,PREMIUM CIGAR
011000000006,montego red bx,2,CGRTPACK,CIGRT PACK
011000000013,montego blue bx,2,CGRTPACK,CIGRT PACK
011000000020,montego red 100 bx,2,CGRTPACK,CIGRT PACK
011000000037,montego blue 100 bx,2,CGRTPACK,CIGRT PACK
011000000044,montego orange 100 bx,2,CGRTPACK,CIGRT PACK
011000000051,montego menthol gold bx,2,CGRTPACK,CIGRT PACK
011000000075,montego menthol silver bx,2,CGRTPACK,CIGRT PACK
011000000617,montego menthol gold 100 bx,2,CGRTPACK,CIGRT PACK
011000000631,montego menthol silver 100 bx,2,CGRTPACK,CIGRT PACK
011000010005,montego red KING,3,1,CIG CARTON
011000010012,montego blue bx,3,1,CIG CARTON
011000010029,montego red 100,3,1,CIG CARTON
011000010036,montego blue 100,3,1,CIG CARTON
011000010043,montego orange 100,3,1,CIG CARTON
011000010050,montego menthol gold bx,3,1,CIG CARTON
011000010067,montego menthol silver bx,3,1,CIG CARTON
011000010609,montego menthol silver 100,3,1,CIG CARTON
011000010616,montego menthol gold 100,3,1,CIG CARTON
011000106425,GRAND PRIX ORANGE 100BX CTN,3,1,CIG CARTON
011000126096,EVE AMETHYST - PURPLE CTN,3,1,CIG CARTON
011000126133,EVE SAPPHIRE CTN - BLUE,3,1,CIG CARTON
011000126157,EVE MEN TURQUOISE - LT GREEN,3,1,CIG CARTON
011000282082,EAGLE 20S BLUE KING,3,1,CIG CARTON
011000283089,EAGLE 20S RED KING,3,1,CIG CARTON
011000285083,EAGLE M.SILVER KING,3,1,CIG CARTON
011000286080,EAGLE M.GOLD KING,3,1,CIG CARTON
011000287087,EAGLE 20S BLUE 100,3,1,CIG CARTON
011000288084,EAGLE 20S RED 100,3,1,CIG CARTON
011000290100,EAGLE 20S ORANGE KING,3,1,CIG CARTON
011000291107,EAGLE 20S ORANGE 100,3,1,CIG CARTON
011000293101,EAGLE M.GOLD 100,3,1,CIG CARTON
011000294108,EAGLE M.SILVER 100,3,1,CIG CARTON
011000532088,EAGLE NON FILTER,3,1,CIG CARTON
011000551768,LIGGETT NF BX CTN,3,1,CIG CARTON
011000551928,LIGGETT GOLD 100BX CTN,3,1,CIG CARTON
012045,SUPER FLY TORO MAD,6,PRMCIGAR,PREMIUM CIGAR
01215,AGING ROOM.H,6,PRMCIGAR,PREMIUM CIGAR
01216,MAYORGA CRYSTAL,6,PRMCIGAR,PREMIUM CIGAR
012300101134,CAMEL NON FILTER CTN,3,1,CIG CARTON
012300103138,CAMEL FILTERS BX CTN,3,1,CIG CARTON
012300105729,CAMEL CRUSH .25C OFF,CIGPROMO,NONE,NONE
012300105750,CAMEL CRUSH MENTHOL .25C OFF,CIGPROMO,NONE,NONE
012300105781,CAMEL CRUSH M.SILVER .25C OFF,CIGPROMO,NONE,NONE
012300107136,CAMEL BLUE BX CTN,3,1,CIG CARTON
012300107891,CAMEL FILTER 99 .25 COFF,CIGPROMO,NONE,NONE
012300107921,CAMEL BLUE 99 .25 COFF,CIGPROMO,NONE,NONE
012300108072,Camel filters 25 cents off,CIGPROMO,NONE,NONE
012300108102,CAMEL BLUE .25C OFF,CIGPROMO,NONE,NONE
012300108744,CAMEL CRUSH RICH,2,CGRTPACK,CIGRT PACK
012300108751,CAMEL CRUSH RICH,3,1,CIG CARTON
012300112130,WINSTON RED BX CTN,3,1,CIG CARTON
012300119139,WINSTON GOLD BX CTN,3,1,CIG CARTON
012300119801,CAMEL CRUSH SMOOTH,2,CGRTPACK,CIGRT PACK
012300119818,CAMEL CRUSH SMOOTH,3,1,CIG CARTON
012300119832,CAMEL CRUSH SMOOTH .50C OFF,CIGPROMO,NONE,NONE
012300119894,CAMEL CRUSH SMOOTH SILVER,2,CGRTPACK,CIGRT PACK
012300119900,CAMEL  CRUSH SMOOTH SILVER,3,1,CIG CARTON
012300122139,SALEM MENT FF 100BX CTN,3,1,CIG CARTON
012300125130,SALEM GOLD 100BX CTN,3,1,CIG CARTON
012300126137,SALEM SLIM 100BX CTN,3,1,CIG CARTON
012300128131,SALEM SILVER BX CTN 85/100,3,1,CIG CARTON
012300154130,KAMEL RED ORIGINAL CTN,3,1,CIG CARTON
012300159135,WINSTON GOLD 100 BOX,3,1,CIG CARTON
012300177139,KAMEL RED SMOOTH BX CTN,3,1,CIG CARTON
012300192132,NOW MENTHOL 100 CTN,3,1,CIG CARTON
012300193139,CAMEL CRUSH MENTHOL BX CTN,3,1,CIG CARTON
012300194136,CAMEL CRUSH MENTHOL SILVER CTN,3,1,CIG CARTON
012300197403,CAMEL CRUSH BX CTN,3,1,CIG CARTON
012300197410,CAMEL CRUSH BX,2,CGRTPACK,CIGRT PACK
012300200592,CAMEL FILTER 99 BX,2,CGRTPACK,CIGRT PACK
012300200608,CAMEL 99 BLUE BX,2,CGRTPACK,CIGRT PACK
012300215138,CAMEL PLATINUM BX CTN,3,1,CIG CARTON
012300220828,DORAL GOLD 100BX,2,CGRTPACK,CIGRT PACK
012300259132,CAMEL FF 99''s BX CTN,3,1,CIG CARTON
012300260138,CAMEL BLUE 99''s BX CTN,3,1,CIG CARTON
012300265706,CAMEL TURKISH GOLD BX,2,CGRTPACK,CIGRT PACK
012300265713,CAMEL TURKISH GOLD BX CTN,3,1,CIG CARTON
012300266550,WINSTON RED 100 BX,2,CGRTPACK,CIGRT PACK
012300266567,WINSTON RED 100 BX CTN,3,1,CIG CARTON
012300302890,CAMEL TURKISH ROYAL CTN,3,1,CIG CARTON
012300327909,CAMEL TURKISH SILVER BX PK,2,CGRTPACK,CIGRT PACK
012300327916,CAMEL TURKISH SILVER BX CTN,3,1,CIG CARTON
012300340786,CAMEL WIDE MENTHOL BX,2,CGRTPACK,CIGRT PACK
012300340793,CAMEL WIDE MENTHOL CTN,3,1,CIG CARTON
012300356916,CAMEL NO 9 PINK BX,2,CGRTPACK,CIGRT PACK
012300356923,CAMEL NO 9 BOX CTN,3,1,CIG CARTON
012300703130,WINSTON WHITE BX CTN,3,1,CIG CARTON
012300703994,WINSTON WHITE BX,2,CGRTPACK,CIGRT PACK
012300704137,WINSTON WHITE 100 BOX,3,1,CIG CARTON
012300704991,WINSTON WHITE 100BX,2,CGRTPACK,CIGRT PACK
012300707138,CAMEL WIDE FILTER BX CTN,3,1,CIG CARTON
012300707992,CAMEL WIDES BX,2,CGRTPACK,CIGRT PACK
012300708135,CAMEL WIDE BLUE BX CTN,3,1,CIG CARTON
012300708999,CAMEL WIDES BLUE BX,2,CGRTPACK,CIGRT PACK
012300843911,CAMEL ROYAL TURKISH BLEND,2,CGRTPACK,CIGRT PACK
012300843928,CAMEL ROYAL TURKISH BLEND,3,1,CIG CARTON
012300844000,CAMEL GOLD TURKISH BLEND,2,CGRTPACK,CIGRT PACK
012300844017,CAMEL GOLD TURKISH BLEND,3,1,CIG CARTON
012300844178,CAMEL SILVER TURKISH BLEND,2,CGRTPACK,CIGRT PACK
012300844185,CAMEL SILVER TURKISH BLEND,3,1,CIG CARTON
012300844277,CAMEL JADE TURKISH,2,CGRTPACK,CIGRT PACK
012300844284,CAMEL TURKISH JADE,3,1,CIG CARTON
012300844352,CAMEL JADE SILVER TURKISH,2,CGRTPACK,CIGRT PACK
012300844369,CAMEL JADE SILVER TURKISH,3,1,CIG CARTON
012300911597,CAMEL GOLD KING,2,CGRTPACK,CIGRT PACK
012300911603,CAMEL GOLD99 KING,3,1,CIG CARTON
012300911627,Camel Gold 99,2,CGRTPACK,CIGRT PACK
012300911634,CAMEL GOLD99 100,3,1,CIG CARTON
012300911658,CAMEL GOLD 99 .50C OFF,CIGPROMO,NONE,NONE
012300911719,CAMEL GOLD99 KING .50C OFF,CIGPROMO,NONE,NONE
012900,LP UNICO FERAL FLYING PIG,6,PRMCIGAR,PREMIUM CIGAR
0129002,LP NO 9 TORO,6,PRMCIGAR,PREMIUM CIGAR
0129027,LP FLYING NO 9 FLYING PIG,6,PRMCIGAR,PREMIUM CIGAR
013415786445,STALLONE NEGRO MAD PERFECTO,6,PRMCIGAR,PREMIUM CIGAR
016165001127,BROWN SUGAR paper,1,NONE,NONE
016165003633,JUICY SUPER WRAP,5,NOVELTY,NOVELTY
016165004012,SUPERSLIM FILTER TIPS,1,NONE,NONE
016165005422,JUICY SUPER WRAP,5,NOVELTY,NOVELTY
016165150023,RAW ROLLER,5,NOVELTY,NOVELTY
016165170014,ELEMENTS KINGSIZE PAPERS,1,NONE,NONE
016165170847,JANES ROLLING PAPERS,5,NOVELTY,NOVELTY
018505122042,CHAMP DETOX - ORANGE MANGO,5,NOVELTY,NOVELTY
018505124589,SMOKIN CLEAN SOFT,5,NOVELTY,NOVELTY
018505124602,SMOKIN CLEAN BRISTLE,5,NOVELTY,NOVELTY
018505129515,MINI CORN COBB PIPES,5,NOVELTY,NOVELTY
018505141128,BLINK TORCH LIGHTER,5,NOVELTY,NOVELTY
018505900961,MINI WOOD PIPE,5,NOVELTY,NOVELTY
01H99,LIGA PRIVADA H99 SUPER SCHO,6,PRMCIGAR,PREMIUM CIGAR
020400050382,MISTY BLUE 120BX CTN,3,1,CIG CARTON
020400052683,MISTY MEN SILVER 100 CTN,3,1,CIG CARTON
020400053581,MISTY MENTHOL 120 CTN,3,1,CIG CARTON
021196032071,PIPE CLEANERS,5,NOVELTY,NOVELTY
021196032088,REAM N KLEAN BRISTLES,5,NOVELTY,NOVELTY
0217,AGING ROOM,6,PRMCIGAR,PREMIUM CIGAR
0219,AGING ROOM,6,PRMCIGAR,PREMIUM CIGAR
022099551003,FUMARI WHITE GUMMI BEAR 100GM,HOOKAH,NONE,NONE
022099551096,FUMARI MOJITO MOJO 100GM,HOOKAH,NONE,NONE
022099552529,FUMARI WHITE PEACH 100GM,HOOKAH,NONE,NONE
022099552567,FUMARI TROPICAL PUNCH 100GM,HOOKAH,NONE,NONE
022099552574,FUMARI ALOHA MANGO 100GM,HOOKAH,NONE,NONE
022099552673,FUMARI ORANGE CREAM 100GM,HOOKAH,NONE,NONE
022099552741,FUMARI MANDARIN ZEST 100GM,HOOKAH,NONE,NONE
022592007014,OZARKA WATER 16oz,10,NONE,NONE
022592431147,OZARKA 23.7 OZ,10,NONE,NONE
024606999339,LA GRAN LLAVE MADURO ROBUSTO,6,PRMCIGAR,PREMIUM CIGAR
025000058073,MINUTE MAID LEMONADE 12oz CAN,10,NONE,NONE
025000058080,MINUTE MAID FRUIT PUNCH,10,NONE,NONE
025000131363,MM AGUAS FRESCA STRAW,10,NONE,NONE
025000131387,MM AFGUAS FRESCAS MANGO,10,NONE,NONE
025900001698,BLK TIP CHERRY SWISHER 2PK,1,NONE,NONE
025900001810,SWISHER SMOOTH 2/$1.69,1,NONE,NONE
025900075149,ACID CIGARILLO RED,1,NONE,NONE
025900075156,ACID CIGARILLO BLUE,1,NONE,NONE
025900075163,ACID CIGARILLO GREEN,1,NONE,NONE
025900100902,BLK SINGLE CHERRY WT,1,NONE,NONE
025900100957,SWISHER BLK WT SMOOTH .79 C,1,NONE,NONE
025900129224,swisher sweets blk smooth,1,NONE,NONE
025900175160,SWISHER E CIG - REGULAR SMOOTH,5,NOVELTY,NOVELTY
025900175177,SWISHER E CIG - MENTHOL,5,NOVELTY,NOVELTY
025900200879,SWISHER POM POM 3/99C,1,NONE,NONE
025900202804,SWISHER SWEETS LITTLE CIG B1G1,1,NONE,NONE
025900203207,Swisher Sweets LIL CIG CHERRY,1,NONE,NONE
025900203337,BLACK STONE VAN B1G1,1,NONE,NONE
025900203436,BLC STONE B1G1 CHERRY,1,NONE,NONE
025900203641,BANANA DAIQUIRI,1,NONE,NONE
025900203788,SWISHER CHOCOLATE 2/99c,1,NONE,NONE
025900203863,Swisher Sweet Twin Cigar,1,NONE,NONE
025900204204,SWISHER/SW BLACK 2/99c CIGARIL,1,NONE,NONE
025900204242,SWISHER SWEETS - PEACH 2/99c,1,NONE,NONE
025900204259,SWISHER SWEET STRAWBERRY 2/99c,1,NONE,NONE
025900204303,Swisher Sweets Peach 2pk,1,NONE,NONE
025900205348,SWISHER sweets BLUEBERRY B1G1,1,NONE,NONE
025900205362,SWISHER DIAMONDS 2/99c,1,NONE,NONE
025900205591,SWISHER FILTER,1,NONE,NONE
025900206048,SWISHER SWEETS B1G1 MINI PK,1,NONE,NONE
025900206086,Swisher Sweets B1G1 STRAWBERRY,1,NONE,NONE
025900206482,WHITE GRAPE MINI B1G1,1,NONE,NONE
025900206789,BLUEBERRY MINI B1G1 CIGARILLO,1,NONE,NONE
025900207472,SWISHER BLUBERRY 2 CIGAR,1,NONE,NONE
025900207502,SWISHER SWEET GREEN 2 FOR .99,1,NONE,NONE
025900208943,POMPOM 3PK,1,NONE,NONE
025900209278,TWISTED BERRY 2/99C,1,NONE,NONE
025900209728,SWISHER SWEET SILVER SAVE ON 2,1,NONE,NONE
025900209735,SWISHER SILVER 2/99C,1,NONE,NONE
025900209834,SWISHER SWEETS PEACH L/CIGARS,1,NONE,NONE
025900220518,SWISHER MINI 3 PK,1,NONE,NONE
025900220525,SWISHER MINI DIAMOND 3 /$1.29,1,NONE,NONE
025900220532,MINI SWISHERS 3 FOR 1.29,1,NONE,NONE
025900220662,BOOZY WATERMELON,1,NONE,NONE
025900220686,Mini Grape Swisher,1,NONE,NONE
025900220693,ISLAND BASH MINI 3 for 1.29,1,NONE,NONE
025900220778,SWISHER SWEETS MINI,1,NONE,NONE
025900220792,SWISHER MINI DIAMONDS B2G3,1,NONE,NONE
025900220808,SWISHER MINI SW B2G3 CIGARILLO,1,NONE,NONE
025900220815,SWISHER MINI GRAPE B2G3,1,NONE,NONE
025900220860,SWISHER MINI BLUEBERRY B2G3,1,NONE,NONE
025900220907,SWISHER MINI B2G3,1,NONE,NONE
025900220914,SWISHER MINI B2G3,1,NONE,NONE
025900220921,SWISHER MINI B2G3,1,NONE,NONE
025900221089,LEGEND NATURAL LEAF 2PK,1,NONE,NONE
025900221119,LEGEND MAUI MANGO 2PK,1,NONE,NONE
025900221126,Swisher Legend Original,1,NONE,NONE
025900221133,Swisher Legend Diamonds $1.49,1,NONE,NONE
025900221157,Swisher Legend Maui Mango,1,NONE,NONE
025900221171,Swisher legend Irish Cream,1,NONE,NONE
025900225209,SWISHER SWEET CIGAR,1,NONE,NONE
025900225216,SS LC,1,NONE,NONE
025900225223,SWISHER,1,NONE,NONE
025900225452,cookies n cream 2pk,1,NONE,NONE
025900225711,SWISHER SW BLK CHERRY 2/99c,1,NONE,NONE
025900225728,SWISHER SW BLK CHERRY 2/99c,1,NONE,NONE
025900225773,BLK GRAPE 2/79C,1,NONE,NONE
025900225780,BLK BERRY 2/79C,1,NONE,NONE
025900225797,BLK WINE 2/79c,1,NONE,NONE
025900225919,swisher pompom,1,NONE,NONE
025900225926,SWISHER POM POM SLOW GLOW,1,NONE,NONE
025900225988,SWISHER CHERRY DYNAMITE 2/99c,1,NONE,NONE
025900226534,ARCTIC ICE,1,NONE,NONE
025900226749,SWISHER SW REG B1G1 PK,1,NONE,NONE
025900226763,SWISHER ARCTIC ICE B1G1,1,NONE,NONE
025900226817,BOOZY MANGO 2/99C,1,NONE,NONE
025900226824,BANANA SMASH,1,NONE,NONE
025900226831,COASTAL COCKTAIL 2/99C,1,NONE,NONE
025900226848,SWISHER SWEETS,1,NONE,NONE
025900226855,SWISHER SWERVE,1,NONE,NONE
025900226862,SWISHER SWEETS SWEET CREAM,1,NONE,NONE
025900226886,TROPICAL ICE,1,NONE,NONE
025900226893,Lemon Ice,1,NONE,NONE
025900227265,SWISHER SW REGULAR 2/99c CIGAR,1,NONE,NONE
025900227272,SWISHER GRAPE 2/99c CIGARILLOS,1,NONE,NONE
025900227289,SWISHER W-GRAPE 2/99c,1,NONE,NONE
025900227296,SWISHER BLUEBERRY 2/99c,1,NONE,NONE
025900227319,SWISHER/SW TROPICAL FUSION,1,NONE,NONE
025900227333,SS SWEET 2F$1.19,1,NONE,NONE
025900227340,SWISHER GRAPE 2 FOR 1.19,1,NONE,NONE
025900227357,SWISHER BLUEBERRY 2/$1.19,1,NONE,NONE
025900227395,SWISHER GREEN SWEETS 2/99c,1,NONE,NONE
025900227401,SWISHER SW BLK CHERRY 2/99c,1,NONE,NONE
025900227418,SWISHER BLK SMOOTH 2/99c,5,NOVELTY,NOVELTY
025900227456,SWISHER 2 FOR 99c,1,NONE,NONE
025900227630,SWISHER SWEETS STICKY,1,NONE,NONE
025900227678,BLK WINE,1,NONE,NONE
025900227715,SWISHER SWEET SWERVE,1,NONE,NONE
025900228453,SWISHER BLUBERRY 60 CT,1,NONE,NONE
025900229085,SWISHER SWEETS WHITE GRAPE 2PK,1,NONE,NONE
025900229832,Swisher Sweets Diamond 2pk,1,NONE,NONE
025900229863,Swisher Sweets Tropical Fusion,1,NONE,NONE
025900229887,swisher sweet cream 2/$1.19,1,NONE,NONE
025900229894,Swisher Sweets Honey Banana,1,NONE,NONE
025900229924,Swisher Sweets PassFruit 2pk,1,NONE,NONE
025900230012,SWISHER SW BLAZING FIRE 2/99c,1,NONE,NONE
025900230036,ARCTIC ICE 2FOR .99,1,NONE,NONE
025900231729,swisher sweets blk cherry,1,NONE,NONE
025900235253,SWISHER DULCE DE LECHE,1,NONE,NONE
025900235284,SWISHER CALYPSO CREAM 2/99c,1,NONE,NONE
025900235468,BLK GRAPE 2/99c,1,NONE,NONE
025900235482,BLK BERRY 2/1.29,1,NONE,NONE
025900235772,BLK CREAM,1,NONE,NONE
025900235802,SWISHER BLK WT CHERRY 5PK,1,NONE,NONE
025900235819,SWISHER BLK WT SMOOTH 5PK,1,NONE,NONE
025900236052,SWISHER BLK WT CHERRY .89C,1,NONE,NONE
025900236502,BLK SMOOTH 2/$1.49,1,NONE,NONE
025900236519,BLK Cherry 2 pk,1,NONE,NONE
025900236526,BLK GRAPE 2FOR $1.29,1,NONE,NONE
025900236540,SWISHER BLK WINE 2PK,1,NONE,NONE
025900236557,BLK COCA 2/$1.29,1,NONE,NONE
025900236762,BLK COCOA,1,NONE,NONE
025900236885,swisher blk cherry,1,NONE,NONE
025900236892,BLK GRAPE,1,NONE,NONE
025900236908,BLK BERRY,1,NONE,NONE
025900236915,BLK WINE PIPE TIP 2PK,1,NONE,NONE
025900237660,SWISHER/SW MAUI PINEAPPLE,1,NONE,NONE
025900239275,Swishersweet mango lemo 2/99c,1,NONE,NONE
025900239619,LEAF DARK LEAF,1,NONE,NONE
025900240042,SWISHER SWEET 4/$1.69,1,NONE,NONE
025900240134,SWISER PURPLE 2/99C,1,NONE,NONE
025900240141,PURPLE SWISH 22 FOR 1.29,1,NONE,NONE
025900243036,Optimo Green,1,NONE,NONE
025900243050,Optimo Silver,1,NONE,NONE
025900243074,Optimo Blue,1,NONE,NONE
025900243098,Optimo Mango,1,NONE,NONE
025900243104,Optimo Grape,1,NONE,NONE
025900243524,SWISHER SUMMER DAZE 2 FOR 1.19,1,NONE,NONE
025900244163,OPTIMO CREAM,1,NONE,NONE
025900245924,SWISHER MANGO,1,NONE,NONE
025900247003,SWISHER SWEET 5 FOR 3 PK,1,NONE,NONE
025900247010,SWISHER SWEETS GRAPE,1,NONE,NONE
025900247027,SS 5F3 PEACH,1,NONE,NONE
025900247034,SS 5F3 STRAWBERRY,1,NONE,NONE
025900247041,SWISHER SWEETS WHITE GRAPE 5/3,1,NONE,NONE
025900247065,SS 5F3 CHOCOLATE,1,NONE,NONE
025900247072,SWISHER SW BLUEBERRY,1,NONE,NONE
025900247133,SWISHER SUMMER TWIST 2/99c,1,NONE,NONE
025900247140,SWISHER PLASTICTIP,1,NONE,NONE
025900247157,SWISHER WOODTIP,1,NONE,NONE
025900247164,SWISHER SWEETS PERFECTO,1,NONE,NONE
025900247171,S.W. SLIMS,1,NONE,NONE
025900247188,SWISHER SWEET BLUNT,1,NONE,NONE
025900247218,SWISHER SWEETS GIANTS,1,NONE,NONE
025900252717,SWISHER SWEETS LITTLE CIGARS,1,NONE,NONE
025900253202,SWISHER TWIN PK CHERRY,4,CIGARCTN,CIGAR CRTN
025900253349,SWISHER 2/139 WILD RUSH,1,NONE,NONE
025900253387,SWISHER 2/99c WILD RUSH,1,NONE,NONE
025900254506,SS BLUNT B1G1 PEACH,1,NONE,NONE
025900254704,SS BLUNT B1G1 STRAW,1,NONE,NONE
025900255657,Swisher Sweets Mango Blaze 2pk,1,NONE,NONE
025900259006,LEAF ORIGINAL 3 PACK CIGAR,1,NONE,NONE
025900259013,LEAF HONEY 3 PACK CIGAR,1,NONE,NONE
025900259020,LEAF SWEET AROMATIC 3 PACK CIG,1,NONE,NONE
025900259044,LEAF PEACH BRANDY CIGARS,1,NONE,NONE
025900259051,LEAF IRISH CREAM CIGARS,1,NONE,NONE
025900259136,LEAF DARK AROMATIC,1,NONE,NONE
025900259204,SWISHER SWEET LEAF ORG,1,NONE,NONE
025900259303,Swisher Leaf Original $1.79,1,NONE,NONE
025900259327,swisher aeromatic leaf $1.79,1,NONE,NONE
025900259501,LEAF ORIGINAL,1,NONE,NONE
025900259518,LEAF HONEY,1,NONE,NONE
025900259525,LEAF AROMATIC,1,NONE,NONE
